word	pos	pron	gw	freq	def	example
academic	adjective	/ˌæk.əˈdem.ɪk/		B2	relating to schools, colleges, and universities, or to subjects that involve thinking and studying and not technical or practical skills	academic subjects/programs/institutions|academic standards/achievement
accent	noun [C]	/ˈæk.sent/	MARK	B2	a mark written or printed over a letter to show you how to pronounce it	There's an acute accent on the "e" of "café."
accept	verb	/əkˈsept/	ADMIT	B2	to admit that something is true, often something unpleasant	He refuses to accept that he's made a mistake.|I can't accept that there's nothing we can do.
accept	verb	/əkˈsept/	ALLOW TO JOIN	B2	to allow someone to join an organization or become part of a group	She was accepted to two of the universities she applied to.|He was accepted as a full member of the society.|His fellow workers refused to accept him.
accept	verb	/əkˈsept/	accept responsibility/blame	B2	to admit that you caused something bad that happened	I accept full responsibility for the failure of the plan.
access	verb [T]	/ˈæk.ses/		B2	to find or see information, especially using a computer	You can access the files over the Internet.
accessible	adjective	/əkˈses.ə.bəl/		B2	able to be reached or easily gotten	The island resort is accessible by plane or ferry.
accidental	adjective	/ˌæk.sɪˈden.təl/		B2	happening by chance	accidental damage|The archeological site was located after the accidental discovery of bones in a field.
accommodations	noun [plural]	/əˌkɑm.əˈdeɪ.ʃənz/		B2	a place to stay such as a hotel room	Tour operators are advertising accommodations as low as $79 per night in first-class hotels.
according to	preposition	/əˈkɔːrd.ɪŋ.tuː/	METHOD	B2	in a way that agrees with	Students are all put in different groups according to their ability.
account	noun	/əˈkɑʊnt/	REPORT	B2	a written or spoken description of something that has happened	She gave a thrilling account of her life in the jungle.|The documents provide a detailed account of the town's early history.
account	noun	/əˈkɑʊnt/	take account of sth	B2	to consider something when judging a situation	A good architect takes account of the building's surroundings.
account	noun	/əˈkɑʊnt/	take into account sth	B2	to consider something when judging a situation	I think you have to take into account the fact that he's a good deal younger than the rest of us.
account	noun	/əˈkɑʊnt/	on account of sth	B2	because of something	He doesn't eat any dairy products on account of the diet he is following.
accuracy	noun [U]	/ˈæk.jʊ.rə.si/		B2	how correct or exact something is	We can predict changes with a surprising degree of accuracy.
accurate	adjective	/ˈæk.jʊ.rət/		B2	correct, exact and without any mistakes	accurate information/measurements|She was able to give the police a fairly accurate description of the man.|Her novel is an accurate reflection of life in post-war Spain.|We hope to become more accurate in predicting earthquakes.
accurately	adverb	/ˈæk.jʊ.rət.li/		B2	in an accurate way	The plans should be drawn as accurately as possible, showing all the measurements.
accuse	verb [T]	/əˈkjuːz/		B2	to say that someone has done something bad	He's been accused of robbery/murder.|Are you accusing me of lying?
ache	verb [I]	/eɪk/		B2	to have a continuous pain that is unpleasant but not strong	My head/tooth/back aches.|I ache/I'm aching all over.
acid	noun [C or U]	/ˈæs.ɪd/		B2	a liquid substance that can react chemically with and sometimes dissolve other materials	hydrochloric/fatty acid|Vinegar is an acid.
acquire	verb [T]	/əˈkwɑɪr/	GET	B2	to get something	He acquired the company in 1978.|I seem to have acquired two copies of this book.
acquire	verb [T]	/əˈkwɑɪr/	LEARN	B2	to learn something	to acquire knowledge/skills
act	verb	/ækt/	DO SOMETHING	B2	to do something, especially in order to solve a problem	She acted without thinking.|We have to act now to stop the spread of this disease.
act	verb	/ækt/		B2	to do a particular job, especially one that you do not normally do	He was asked to act as an advisor on the project.
act	noun	/ækt/	THING DONE	B2	something that someone does	an act of aggression/kindness/terrorism|a kind/thoughtless/selfish act|The simple act of telling someone about a problem can help.
action	noun	/ˈæk.ʃən/	DO	B2	something that you do	We must take action before the problem gets worse.|She has to accept the consequences of her actions.|What do you think is the best course of action?
active	adjective	/ˈæk.tɪv/	INVOLVED	B2	very involved in an organization or planned activity	She remains active in local arts organizations.|He played an active role in the campaign.|Both of his parents were politically active.
actively	adverb	/ˈæk.tɪv.li/		B2	in a way that involves positive action	He's very actively involved in the local politics.|I've been actively looking for a job for six months.
activity	noun	/ækˈtɪv.ət̬.i/	WORK	B2	the work of a group or organization to achieve an aim	Energy companies have concentrated their business activity in Houston.|illegal/criminal activities
activity	noun	/ækˈtɪv.ət̬.i/	MOVEMENT	B2	when a lot of things are happening or people are moving around	Officials are concerned by the low level of economic activity.|There was a lot of activity the other side of the room.
actual	adjective [always before noun]	/ˈæk.tʃu.əl/	REAL	B2	real, not guessed or imagined	We estimated about 300 visitors, but the actual number was much higher.|The exams are in July, but the actual results aren't available until September.
actually	adverb	/ˈæk.tʃu.ə.li/	OPPOSITE	B2	used when you are correcting someone, disagreeing with someone, or saying no to a request	Actually, it was Tuesday of last week, not Wednesday.|"You didn't tell me about needing the car." "Actually, I did."|"Do you mind if I smoke?" "Actually, I'd rather you didn't."
adapt	verb	/əˈdæpt/	CHANGE BEHAVIOR	B2	to change your behavior so that it is suitable for a new situation	It takes time to adapt to a new environment.
adapt	verb	/əˈdæpt/	CHANGE SOMETHING	B2	to change something so that it is suitable for a different use or situation	Many companies have adapted popular applications to the smartphones and tablets.|Davies is busy adapting Brinkworth's latest novel for television.
add	verb	/æd/		B2	to make a feeling or quality more extreme	Her colleagues' laughter only added to her embarrassment.
addict	noun [C]	/ˈæd.ɪkt/		B2	a person who cannot stop doing or using something, especially something harmful	a drug/heroin addict|a gambling addict|I'm a chocolate/shopping addict.
addicted	adjective	/əˈdɪk.tɪd/	DRUGS	B2	not able to stop taking a drug	He later became addicted to heroin.
addicted	adjective	/əˈdɪk.tɪd/	LIKING	B2	liking something very much	He's addicted to chocolate/football.
addiction	noun [C or U]	/əˈdɪk.ʃən/		B2	when you cannot stop doing or taking something because you are addicted to it	drug addiction|an addiction to alcohol|His addiction to computer games means he is spending far too much time indoors.
addition	noun	/əˈdɪʃ.ən/	NEW THING	B2	a new or extra thing which is added to something	Matt is the latest addition to the team.
addition	noun	/əˈdɪʃ.ən/	NUMBERS/AMOUNTS	B2	the process of adding numbers or amounts together in order to get a total	Twice a week the children are tested in basic math skills such as addition and subtraction.
additional	adjective	/əˈdɪʃ.ən.əl/		B2	extra	additional costs/problems|There will be an extra charge for any additional passengers.
adequate	adjective	/ˈæd.ɪ.kwət/	ENOUGH	B2	enough	I didn't have adequate time to prepare.|Will future oil supplies be adequate to meet world needs?
adequate	adjective	/ˈæd.ɪ.kwət/	GOOD ENOUGH	B2	good enough, but not very good	The sound quality isn't great, but it's adequate for everyday use.|Provisions for handicapped access are barely adequate.
adequately	adverb	/ˈæd.ɪ.kwət.li/		B2	in an adequate way	While some patients can be adequately cared for at home, others are best served by care in a hospital.
adjust	verb	/əˈdʒʌst/	CHANGE	B2	to change something slightly so that it works better, fits better, or is more suitable	If the chair is too high you can adjust it to suit you.|As a teacher you have to adjust your methods to suit the needs of different children.
adjust	verb	/əˈdʒʌst/	CHANGE BEHAVIOR	B2	to change the way you behave or think in order to suit a new situation	They found it hard to adjust to life in a new country.
adjustment	noun [C or U]	/əˈdʒʌst.mənt/		B2	a small change that you make to something so that it works better, fits better, or is more suitable	We've made a few adjustments to the schedule.|I have a few minor adjustments to make.
admiration	noun [U]	/ˌæd.məˈreɪ.ʃən/		B2	when you admire someone or something	My admiration for that woman grows daily.|She gazed in admiration at his broad, muscular shoulders.
admire	verb [T]	/ədˈmɑɪr/	RESPECT	B2	to respect or approve of someone or something	I admired him for his determination.|I really admire people who can work in such difficult conditions.
admission	noun	/ədˈmɪʃ.ən/	PERMISSION	B2	when someone is given permission to enter somewhere or to become a member of a club, university, etc.	She's applied for admission to law school.
admittedly	adverb	/ədˈmɪt.əd.li/		B2	used when you are agreeing that something is true although you do not want to	Admittedly, I could have tried harder but I still don't think all this criticism is fair.
adopt	verb	/əˈdɑpt/	TAKE CHILD	B2	to legally become the parents of someone else's child	They've adopted a baby girl.|She had the child adopted.
